reference__x,reference__y
3900.0,300.0
3915.584415584415,300.0
3931.168831168831,300.0
3946.753246753246,300.0
3962.337662337663,300.0
3977.922077922078,300.0
3993.506493506493,300.0
4009.090909090909,300.0
4024.675324675324,300.0
4040.25974025974,300.0
4055.844155844155,300.0
4071.428571428571,300.0
4087.012987012987,300.0
4102.597402597403,300.0
4118.181818181818,300.0
4133.766233766233,300.0
4149.350649350648,300.0
4164.935064935065,300.0
4180.519480519481,300.0
4196.103896103896,300.0
4211.688311688311,300.0
4227.272727272728,300.0
4242.857142857143,300.0
4258.441558441558,300.0
4274.025974025973,300.0
4289.61038961039,300.0
4305.194805194805,300.0
4320.779220779221,300.0
4336.363636363636,300.0
4351.948051948052,300.0
4367.532467532467,300.0
4383.116883116883,300.0
4398.701298701299,300.0
4414.285714285714,300.0
4429.87012987013,300.0
4445.454545454545,300.0
4461.03896103896,300.0
4476.623376623376,300.0
4492.207792207791,300.0
4507.792207792208,300.0
4523.376623376623,300.0
4538.961038961039,300.0
4554.545454545454,300.0
4570.12987012987,300.0
4585.714285714285,300.0
4601.298701298701,300.0
4616.883116883117,300.0
4632.467532467533,300.0
4648.051948051948,300.0
4663.636363636364,300.0
4679.220779220779,300.0
4694.805194805195,300.0
4710.38961038961,300.0
4725.974025974026,300.0
4741.558441558442,300.0
4757.142857142857,300.0
4772.727272727272,300.0
4788.311688311688,300.0
4803.896103896103,300.0
4819.480519480519,300.0
4835.064935064935,300.0
4850.649350649351,300.0
4866.233766233766,300.0
4881.818181818181,300.0
4897.402597402597,300.0
4912.987012987012,300.0
4928.571428571428,300.0
4944.155844155844,300.0
4959.74025974026,300.0
4975.324675324675,300.0
4990.909090909091,300.0
5006.493506493506,300.0
5022.077922077922,300.0
5037.662337662337,300.0
5053.246753246754,300.0
5068.831168831169,300.0
5084.415584415584,300.0
5100.0,300.0
5115.584415584416,300.0
5131.168831168831,300.0
5146.753246753246,300.0
5162.337662337663,300.0
5177.922077922078,300.0
5193.506493506493,300.0
5209.090909090909,300.0
5224.675324675325,300.0
5240.259740259739,300.0
5255.844155844155,300.0
5271.428571428572,300.0
5287.012987012987,300.0
5302.597402597402,300.0
5318.181818181818,300.0
5333.766233766233,300.0
5349.350649350649,300.0
5364.935064935064,300.0
5380.51948051948,300.0
5396.103896103896,300.0
5411.688311688312,300.0
5427.272727272727,300.0
5442.857142857143,300.0
5458.441558441558,300.0
5474.025974025974,300.0
5489.61038961039,300.0
5505.194805194805,300.0
